Year/species/area;Species;Area;Year;PCB7 l.w.;SDDT l.w.;SHCH l.w.;HCB l.w.;TNC l.w.;SPBDE l.w.;Log PCB7 LW;Log DDT LW;Log HCH LW;Log TNC LW;Log HCB LW;Log PBDE LW;Hel lengde, cm;Log(Length);Hel vekt, g;Lever vekt, g;LSI %;Log LSI;Fettinnhold, %;Log fett;Alder, y;PCB7, µg/kg ww;Log PCB7 ww;DDT ww1;Log DDT ww;HCH ww;Log HCH ww;TNC ww;Log TNC ww;HCB ww;Log HCB ww;PBDE ww;Log PBDE ww;DDT ww10;Var18;Var19
H T 2010;Haddock;Tampen;2010;994,337788;141,8425878;2,280701574;22,44198749;46,60374175;353,2068084;2,997533944;2,151806646;0,358068462;1,668420787;1,351061316;2,548029066;34;1,53;330;4,40;1,333333333;0,12;8,3;0,92;;83;1,92;11,79;1,07;0,19;-0,72;3,87;0,59;1,86;0,27;29,35;1,47;11,79;;
H T 2010;Haddock;Tampen;2010;334,7437343;223,1624895;2,809299873;18,15812332;22,27101716;158,5578131;2,524712457;2,348621198;0,4485981;1,347740052;1,259070961;2,200187647;31;1,49;285;7,70;2,701754386;0,43;44,8;1,65;;150;2,18;100,00;2,00;1,26;0,10;9,98;1,00;8,14;0,91;71,05;1,85;100,00;;
H T 2010;Haddock;Tampen;2010;409,1639409;110,47061;2,934506723;14,06637268;20,4103698;89,72019267;2,611897353;2,043246752;0,467535109;1,309850873;1,148182119;1,952890198;31;1,49;285;5,60;1,964912281;0,29;26,9;1,43;;110;2,04;29,70;1,47;0,79;-0,10;5,49;0,74;3,78;0,58;24,12;1,38;29,70;;
H T 2010;Haddock;Tampen;2010;214,5110271;93,19917942;3,190556892;16,15401231;20,70549356;84,23639799;2,331449622;1,969412089;0,503866493;1,316085587;1,20828041;1,925499788;31;1,49;325;13,40;4,123076923;0,62;42,4;1,63;;91;1,96;39,52;1,60;1,35;0,13;8,78;0,94;6,85;0,84;35,72;1,55;39,52;;
H T 2010;Haddock;Tampen;2010;150,7292817;71,48997691;2,809920909;11,80579233;12,69075409;66,42588856;2,178197629;1,854245157;0,448694096;1,103487429;1,07209514;1,822337373;30;1,48;250;8,40;3,36;0,53;48,5;1,69;;73;1,86;34,65;1,54;1,36;0,13;6,15;0,79;5,72;0,76;32,19;1,51;34,65;;
H T 2010;Haddock;Tampen;2010;283,9402246;49,20063529;2,064234705;13,44688769;25,97125179;132,5981366;2,453226922;1,69197071;0,314759075;1,414492883;1,128621778;2,122537421;31;1,49;290;4,40;1,517241379;0,18;24,9;1,40;;71;1,85;12,25;1,09;0,51;-0,29;6,47;0,81;3,35;0,52;33,02;1,52;12,25;;
H T 2010;Haddock;Tampen;2010;128,7501772;68,60466567;2,951537514;12,17191808;4,009063344;59,19055565;2,109747835;1,836353652;0,470048307;0,603042918;1,085359021;1,772252417;31;1,49;295;9,00;3,050847458;0,48;55,0;1,74;;71;1,85;37,71;1,58;1,62;0,21;2,20;0,34;6,69;0,83;32,53;1,51;37,71;;
H T 2010;Haddock;Tampen;2010;445,1825598;88,25789113;2,493437033;11,29678187;18,18736035;105,7847467;2,648538142;1,945753546;0,396798405;1,259769672;1,052954743;2,02442305;42;1,62;865;33,30;3,849710983;0,59;42,7;1,63;;190;2,28;37,67;1,58;1,06;0,03;7,76;0,89;4,82;0,68;45,15;1,65;37,67;;
H T 2010;Haddock;Tampen;2010;1817,239239;956,4417047;2,551878403;14,75934304;31,32537391;478,6131717;3,259412106;2,980658505;0,406859976;1,495896264;1,169067027;2,679984647;45;1,65;880;16,20;1,840909091;0,27;31,4;1,50;;570;2,76;300,00;2,48;0,80;-0,10;9,83;0,99;4,63;0,67;150,12;2,18;300,00;;
H T 2010;Haddock;Tampen;2010;1254,348147;128,4188968;1,739837869;15,92834025;56,24486;251,1471889;3,098418093;2,108628935;0,240508779;1,75008284;1,202170524;2,399928321;48;1,68;1110;17,30;1,558558559;0,19;24,7;1,39;;310;2,49;31,74;1,50;0,43;-0,37;13,90;1,14;3,94;0,60;62,07;1,79;31,74;;
H T 2010;Haddock;Tampen;2010;401,2000511;201,7316627;2,904252554;13,67512144;16,55693142;162,8017839;2,60336098;2,304774068;0,46303438;1,21897985;1,135931192;2,211659159;33;1,52;450;12,00;2,666666667;0,43;47,4;1,68;;190;2,28;95,54;1,98;1,38;0,14;7,84;0,89;6,48;0,81;77,10;1,89;95,54;;
H T 2008;Haddock;Tampen;2008;464,5183858;222,0754218;3,330526437;12,55108008;15,47874727;146,9738487;2,667002908;2,346500496;0,522512885;1,189735809;1,0986811;2,167240067;35;1,54;410;7,40;1,804878049;0,26;18,0;1,26;2;84;1,92;40,00;1,60;0,60;-0,22;2,79;0,45;2,26;0,35;26,47;1,42;40,00;;
H T 2008;Haddock;Tampen;2008;636,9945297;241,9809531;2,205011491;15,02565295;20,43792526;114,3739854;2,804135703;2,383781183;0,343410857;1,310436807;1,176833354;2,058327254;48;1,68;1070;31,90;2,981308411;0,47;48,8;1,69;9;311;2,49;118,08;2,07;1,08;0,03;9,97;1,00;7,33;0,87;55,81;1,75;118,08;;
H T 2008;Haddock;Tampen;2008;544,6920904;25,02205252;1,572082745;18,22218309;14,0804759;74,35203171;2,736151069;1,398322931;0,196475401;1,148617334;1,260600406;1,87129284;38;1,58;499;8,40;1,683366733;0,23;23,4;1,37;3;128;2,11;5,87;0,77;0,37;-0,43;3,30;0,52;4,27;0,63;17,43;1,24;5,87;;
H T 2008;Haddock;Tampen;2008;507,7958471;43,02521922;1,604665665;11,2734835;7,809189292;92,17032381;2,705689145;1,633723092;0,20538456;0,89260595;1,052058133;1,964591113;42;1,62;615;16,00;2,601626016;0,42;26,6;1,43;3;135;2,13;11,45;1,06;0,43;-0,37;2,08;0,32;3,00;0,48;24,53;1,39;11,45;;
H T 2008;Haddock;Tampen;2008;2681,025841;1049,33606;10,45187788;64,42300718;44,05627288;664,2335714;3,428301;3,020914597;1,019194327;1,644007753;1,809040993;2,822320822;38;1,58;582;18,70;3,213058419;0,51;7,0;0,85;3;189;2,28;73,82;1,87;0,74;-0,13;3,10;0,49;4,53;0,66;46,73;1,67;73,82;;
H T 2008;Haddock;Tampen;2008;159,9850107;80,8937759;0,347856195;1,891432882;3,207911197;33,50833333;2,204079295;1,907915108;-0,458600258;0,506222337;0,276790935;1,525152827;41;1,61;641;9,10;1,419656786;0,15;52,0;1,72;3;83;1,92;42,08;1,62;0,18;-0,74;1,67;0,22;0,98;-0,01;17,43;1,24;42,08;;
H T 2008;Haddock;Tampen;2008;478,541563;27,40533179;1,937895335;12,3664424;13,25884876;88,27082693;2,679919664;1,437835064;0,287330317;1,122505817;1,092244779;1,945817195;44;1,64;835;19,70;2,359281437;0,37;23,9;1,38;3;115;2,06;6,56;0,82;0,46;-0,33;3,17;0,50;2,96;0,47;21,13;1,32;6,56;;
H T 2008;Haddock;Tampen;2008;516,0235524;30,18894568;1,638658254;14,32971642;15,16811367;78,3466776;2,712669524;1,479847946;0,21448839;1,180931575;1,156237596;1,894020584;40;1,60;617;11,00;1,782820097;0,25;20,8;1,32;3;107;2,03;6,27;0,80;0,34;-0,47;3,15;0,50;2,98;0,47;16,28;1,21;6,27;;
H T 2008;Haddock;Tampen;2008;657,1796026;26,46536024;1,843700186;14,17946481;9,371529049;74,82180467;2,817684075;1,42267781;0,2656903;0,971810456;1,151659839;1,874028179;34;1,53;348;7,20;2,068965517;0,32;13,4;1,13;2;88;1,94;3,54;0,55;0,25;-0,61;1,25;0,10;1,90;0,28;10,01;1,00;3,54;;
H T 2008;Haddock;Tampen;2008;467,5488976;60,62154302;1,488990568;12,15241175;14,02592375;72,58083146;2,669827037;1,782626986;0,172891947;1,146931474;1,084662476;1,860821939;35;1,54;431;11,80;2,737819026;0,44;25,9;1,41;3;121;2,08;15,69;1,20;0,39;-0,41;3,63;0,56;3,14;0,50;18,78;1,27;15,69;;
H T 2008;Haddock;Tampen;2008;741,8878635;115,1774923;1,596112917;11,41800254;29,29413749;121,529895;2,870338267;2,061367619;0,203063612;1,466780716;1,057590135;2,084683123;39;1,59;585;15,30;2,615384615;0,42;29,8;1,47;3;221;2,34;34,28;1,54;0,48;-0,32;8,72;0,94;3,40;0,53;36,17;1,56;34,28;;
H T 2008;Haddock;Tampen;2008;1226,439873;157,7744866;0;13,24256047;37,9392921;154,8531499;3,088646262;2,198036776;;1,579089223;1,121971965;2,189920044;39;1,59;566;11,10;1,961130742;0,29;25,7;1,41;3;315;2,50;40,57;1,61;0,00;;9,76;0,99;3,41;0,53;39,82;1,60;40,57;;
H T 2008;Haddock;Tampen;2008;456,8017938;28,94426;1,626335949;11,80050423;20,90745604;56,75658908;2,659727801;1,461562451;0,211210262;1,320301192;1,071900565;1,754016288;37;1,57;491;12,70;2,586558045;0,41;27,2;1,43;3;124;2,09;7,86;0,90;0,44;-0,36;5,68;0,75;3,20;0,51;15,41;1,19;7,86;;
H T 2008;Haddock;Tampen;2008;703,4074097;52,23222406;3,977772846;11,19593113;9,948350822;108,4324342;2,847206939;1,717938519;0,599639979;0,997751092;1,049060218;2,035159208;35;1,54;432;9,40;2,175925926;0,34;13,6;1,13;3;95;1,98;7,09;0,85;0,54;-0,27;1,35;0,13;1,52;0,18;14,71;1,17;7,09;;
H T 2008;Haddock;Tampen;2008;669,8888892;151,931438;0,752124435;10,26570036;14,09147789;64,52589057;2,826002775;2,181647648;-0,123710302;1,148956543;1,011388584;1,809734007;42;1,62;855;36,30;4,245614035;0,63;48,4;1,69;3;324;2,51;73,58;1,87;0,36;-0,44;6,82;0,83;4,97;0,70;31,25;1,49;73,58;;
H T 2008;Haddock;Tampen;2008;655,2728662;359,0167907;2,430606313;12,30764168;40,86259733;111,3019283;2,816422185;2,55511476;0,385714621;1,611325968;1,090174844;2,046502689;37;1,57;451;9,40;2,084257206;0,32;33,3;1,52;3;218;2,34;119,38;2,08;0,81;-0,09;13,59;1,13;4,09;0,61;37,01;1,57;119,38;;
H T 2008;Haddock;Tampen;2008;634,3809154;254,0062711;2,188312739;10,21588229;37,80127482;117,985991;2,802350109;2,404844439;0,340109388;1,577506446;1,00927588;2,071830445;38;1,58;495;21,00;4,242424242;0,63;35,4;1,55;4;224;2,35;89,88;1,95;0,77;-0,11;13,38;1,13;3,61;0,56;41,75;1,62;89,88;;
H T 2008;Haddock;Tampen;2008;796,6984774;44,16819191;6,932649929;11,57051699;6,84589664;103,7216215;2,901293987;1,645109621;0,840899271;0,835430338;1,063352765;2,015869298;35;1,54;452;10,60;2,345132743;0,37;11,2;1,05;3;89;1,95;4,94;0,69;0,78;-0,11;0,77;-0,12;1,30;0,11;11,61;1,06;4,94;;
H T 2008;Haddock;Tampen;2008;348,8685329;175,2981731;0,868113247;10,50852016;11,26174254;78,33618516;2,542661799;2,24377739;-0,061423617;1,051605594;1,021541562;1,893962418;36;1,56;431;12,00;2,784222738;0,44;34,0;1,53;3;119;2,07;59,57;1,78;0,30;-0,53;3,83;0,58;3,57;0,55;26,62;1,43;59,57;;
H T 2008;Haddock;Tampen;2008;592,539512;32,24033712;2,768700801;10,95420987;9,478977891;103,2548325;2,772717315;1,508399574;0,442276026;0,97676151;1,039581057;2,013910387;38;1,58;499;15,00;3,006012024;0,48;28,4;1,45;3;168;2,23;9,15;0,96;0,79;-0,10;2,69;0,43;3,11;0,49;29,31;1,47;9,15;;
H T 2008;Haddock;Tampen;2008;421,9408559;59,27619505;1,394714271;14,13325857;19,61448069;;2,625251579;1,772880318;0,144485245;1,292576814;1,150242304;;44;1,64;833;26,80;3,217286915;0,51;49,6;1,70;3;209;2,32;29,42;1,47;0,69;-0,16;9,74;0,99;7,01;0,85;;;29,42;;
H T 2008;Haddock;Tampen;2008;221,1566595;53,87912601;2,824556168;10,91884612;16,51585371;;2,344700022;1,731420542;0,450950215;1,217901028;1,038176746;;45;1,65;950;30,10;3,168421053;0,50;51,8;1,71;4;114;2,06;27,89;1,45;1,46;0,17;8,55;0,93;5,65;0,75;;;27,89;;
H T 2008;Haddock;Tampen;2008;550,135801;105,5517056;3,071920642;11,91408851;27,58984754;;2,740469908;2,023465255;0,487409992;1,440749301;1,076060822;;40;1,60;590;18,90;3,203389831;0,51;35,8;1,55;3;197;2,29;37,76;1,58;1,10;0,04;9,87;0,99;4,26;0,63;;;37,76;;
H T 2008;Haddock;Tampen;2008;588,0025916;247,6437944;2,328457874;13,254384;34,45990668;;2,76937924;2,39382745;0,367068385;1,537314097;1,122359549;;40;1,60;709;24,10;3,399153738;0,53;36,5;1,56;3;215;2,33;90,40;1,96;0,85;-0,07;12,58;1,10;4,84;0,68;;;90,40;;
H T 2008;Haddock;Tampen;2008;278,0354952;129,168661;1,557938403;13,26226541;17,75456793;;2,444100243;2,111157158;0,192550283;1,249310108;1,122617715;;45;1,65;857;32,30;3,768961494;0,58;50,5;1,70;4;140;2,15;65,23;1,81;0,79;-0,10;8,97;0,95;6,70;0,83;;;65,23;;
H T 2005;Haddock;Tampen;2005;110,1609879;31,70835914;3,624940289;8,213894497;9,055736714;;2,042027822;1,501173769;0,559300857;0,956923787;0,91454912;;42;1,62;760;51,00;6,710526316;0,83;71,0;1,85;6;78;1,89;22,52;1,35;2,57;0,41;6,43;0,81;5,83;0,77;;;22,52;;
H T 2005;Haddock;Tampen;2005;217,6176476;37,62647597;3,39440179;7,740272217;8,065032749;;2,337694111;1,575493545;0,530763248;0,906606135;0,888756235;;45;1,65;970;58,00;5,979381443;0,78;69,2;1,84;6;151;2,18;26,04;1,42;2,35;0,37;5,58;0,75;5,36;0,73;;;26,04;;
H T 2005;Haddock;Tampen;2005;380,5798865;36,05738402;3,592401195;12,22786516;15,49458954;;2,580445832;1,556994215;0,555384832;1,190180076;1,087350641;;42;1,62;732;31,00;4,234972678;0,63;55,7;1,75;6;212;2,33;20,07;1,30;2,00;0,30;8,62;0,94;6,81;0,83;;;20,07;;
H T 2005;Haddock;Tampen;2005;49,76102112;14,57524571;2,565193262;8,270107951;5,759826569;;1,696889284;1,163615885;0,409120091;0,760409407;0,917511178;;39;1,59;601;44,00;7,321131448;0,86;76,2;1,88;6;38;1,58;11,11;1,05;1,96;0,29;4,39;0,64;6,31;0,80;;;11,11;;
H T 2005;Haddock;Tampen;2005;955,5382254;225,2233065;3,080359444;8,762310741;123,8996294;;2,980248065;2,35261333;0,488601397;2,093070007;0,942618651;;48;1,68;1110;67,00;6,036036036;0,78;74,5;1,87;3;712;2,85;167,79;2,22;2,29;0,36;92,31;1,97;6,53;0,81;;;167,79;;
H T 2005;Haddock;Tampen;2005;72,27162676;20,03123215;1,878071914;7,350609184;5,665868661;;1,85896783;1,301707664;0,273712218;0,753266503;0,866323333;;37;1,57;494;28,00;5,668016194;0,75;67,6;1,83;3;49;1,69;13,55;1,13;1,27;0,10;3,83;0,58;4,97;0,70;;;13,55;;
H T 2005;Haddock;Tampen;2005;217,1595829;60,79819498;3,333549124;10,00768279;14,61004925;;2,336778999;1,783890686;0,522906859;1,16465168;1,000333531;;37;1,57;478;19,00;3,974895397;0,60;50,1;1,70;6;109;2,04;30,48;1,48;1,67;0,22;7,32;0,86;5,02;0,70;;;30,48;;
H T 2005;Haddock;Tampen;2005;234,3782196;45,07584257;3,175142032;8,302983702;12,26309929;;2,369917251;1,653943853;0,501763157;1,088600245;0,919234185;;43;1,63;854;57,00;6,674473068;0,82;66,6;1,82;6;156;2,19;30,02;1,48;2,11;0,33;8,17;0,91;5,53;0,74;;;30,02;;
H T 2005;Haddock;Tampen;2005;323,7608493;187,8860671;2,942528753;8,929502107;24,18605406;;2,510224331;2,273894576;0,468720715;1,383565019;0,950827244;;41;1,61;771;48,00;6,225680934;0,79;71,4;1,85;6;231;2,36;134,19;2,13;2,10;0,32;17,27;1,24;6,38;0,80;;;134,19;;
H T 2005;Haddock;Tampen;2005;499,7334715;172,1298513;3,741985459;12,95077981;44,11011227;;2,698738439;2,235856194;0,573102096;1,644538163;1,112295919;;49;1,69;1465;110,00;7,508532423;0,88;69,5;1,84;6;347;2,54;119,57;2,08;2,60;0,41;30,64;1,49;9,00;0,95;;;119,57;;
H T 2005;Haddock;Tampen;2005;112,5450583;52,09482634;2,987254723;8,408675633;11,50849313;;2,05132643;1,716794595;0,475272256;1,061018463;0,9247276;;40;1,60;829;60,00;7,237635706;0,86;70,0;1,85;6;79;1,90;36,49;1,56;2,09;0,32;8,06;0,91;5,89;0,77;;;36,49;;
H T 2005;Haddock;Tampen;2005;51,10528468;15,29924889;3,068826339;9,111926782;5,33210595;;1,708465812;1,18467011;0,486972313;0,72689877;0,959610221;;42;1,62;824;65,00;7,888349515;0,90;70,7;1,85;6;36;1,56;10,82;1,03;2,17;0,34;3,77;0,58;6,45;0,81;;;10,82;;
H T 2005;Haddock;Tampen;2005;250,7990666;77,24162695;3,038732195;7,821699467;24,59147698;;2,399325916;1,887851413;0,482692427;1,390784614;0,893301125;;42;1,62;800;50,00;6,25;0,80;68,8;1,84;6;172;2,24;53,12;1,73;2,09;0,32;16,91;1,23;5,38;0,73;;;53,12;;
H T 2005;Haddock;Tampen;2005;93,86329613;15,40163616;2,922492551;10,76083654;6,22476477;;1,972495801;1,18756686;0,465753413;0,794122944;1,031846034;;35;1,54;574;38,00;6,620209059;0,82;69,1;1,84;6;65;1,81;10,65;1,03;2,02;0,31;4,30;0,63;7,44;0,87;;;10,65;;
H T 2005;Haddock;Tampen;2005;130,2142689;42,77607934;3,312765545;7,980414761;5,567203688;;2,114658577;1,631200977;0,520190701;0,745637111;0,902025463;;36;1,56;550;34,00;6,181818182;0,79;65,3;1,81;6;85;1,93;27,93;1,45;2,16;0,34;3,63;0,56;5,21;0,72;;;27,93;;
H T 2005;Haddock;Tampen;2005;711,6956583;365,4756792;3,580630109;11,76687009;51,40136643;;2,852294316;2,562858482;0,553959459;1,710974664;1,070660959;;43;1,63;1000;50,00;5;0,70;59,0;1,77;6;420;2,62;215,69;2,33;2,11;0,32;30,34;1,48;6,94;0,84;;;215,69;;
H T 2005;Haddock;Tampen;2005;266,0742685;85,80287132;3,397072027;9,041190543;15,33428418;;2,425002877;1,933501821;0,531104755;1,185663508;0,956225622;;42;1,62;767;38,00;4,954367666;0,69;67,0;1,83;6;178;2,25;57,45;1,76;2,27;0,36;10,27;1,01;6,05;0,78;;;57,45;;
H T 2005;Haddock;Tampen;2005;503,1929248;119,0277682;3,766365705;9,882476946;29,89935197;;2,701734526;2,075648291;0,575922487;1,475661776;0,99486581;;48;1,68;1110;46,00;4,144144144;0,62;64,6;1,81;6;325;2,51;76,85;1,89;2,43;0,39;19,30;1,29;6,38;0,80;;;76,85;;
H T 2005;Haddock;Tampen;2005;736,599386;379,1701101;3,933088659;10,54871752;21,48866923;;2,867231352;2,578834095;0,594733736;1,332209521;1,023199663;;50;1,70;1230;50,00;4,06504065;0,61;53,3;1,73;6;393;2,59;202,15;2,31;2,10;0,32;11,46;1,06;5,62;0,75;;;202,15;;
H T 2005;Haddock;Tampen;2005;324,1435083;48,48673389;3,720226028;8,131988132;12,08363043;;2,510737328;1,685622931;0,570569327;1,082197434;0,910196736;;41;1,61;722;39,00;5,40166205;0,73;65,1;1,81;6;211;2,32;31,57;1,50;2,42;0,38;7,87;0,90;5,30;0,72;;;31,57;;
H T 2005;Haddock;Tampen;2005;88,34814451;18,95134855;3,602490277;8,189206487;6,54339254;;1,946197433;1,277640119;0,556602817;0,815802975;0,913241822;;37;1,57;555;36,00;6,486486486;0,81;75,8;1,88;6;67;1,83;14,36;1,16;2,73;0,44;4,96;0,70;6,20;0,79;;;14,36;;
H T 2005;Haddock;Tampen;2005;314,4542705;64,81969146;3,112265962;9,087376624;15,41953037;;2,497557497;1,811706959;0,493076703;1,188071147;0,958438528;;43;1,63;775;29,00;3,741935484;0,57;59,6;1,77;6;187;2,27;38,61;1,59;1,85;0,27;9,18;0,96;5,41;0,73;;;38,61;;
H T 2005;Haddock;Tampen;2005;143,665119;58,3335529;3,814642297;9,245082628;8,166402582;;2,157351337;1,765918429;0,58145382;0,912030786;0,965910797;;40;1,60;610;19,00;3,114754098;0,49;58,9;1,77;6;85;1,93;34,37;1,54;2,25;0,35;4,81;0,68;5,45;0,74;;;34,37;;
H T 2005;Haddock;Tampen;2005;504,3976191;57,20192808;4,1227646;9,827939337;13,3313527;;2,702773028;1,757410668;0,615188538;1,124874219;0,992462467;;43;1,63;840;39,00;4,642857143;0,67;57,3;1,76;6;289;2,46;32,76;1,52;2,36;0,37;7,63;0,88;5,63;0,75;;;32,76;;
H T 2005;Haddock;Tampen;2005;322,8580243;35,1939135;3,882534268;9,447189555;16,92535042;;2,509011585;1,546467562;0,589115298;1,228537669;0,975302629;;35;1,54;450;17,00;3,777777778;0,58;56,8;1,75;6;183;2,26;19,99;1,30;2,21;0,34;9,61;0,98;5,37;0,73;;;19,99;;
S Eb 2019;Saithe;Egersund Bank;2019;77,05254999;52,46453091;1,08699133;13,92449653;11,40790521;7,580044605;1,886787016;1,719865794;0,03622608;1,057205904;1,143779501;0,879671761;58;1,76;1930;170,00;8,808290155;0,94;72,7;1,86;4;56;1,75;38,13;1,58;0,79;-0,10;8,29;0,92;10,12;1,01;5,51;0,74;38,13;;
S Eb 2019;Saithe;Egersund Bank;2019;103,3133416;59,48180496;1,309865581;10,98413824;16,50459015;11,98321232;2,014156409;1,774384139;0,117226731;1,217604744;1,04076599;1,078573254;60;1,78;1980;145,00;7,323232323;0,86;70,5;1,85;6;73;1,86;41,91;1,62;0,92;-0,03;11,63;1,07;7,74;0,89;8,44;0,93;41,91;;
S Eb 2019;Saithe;Egersund Bank;2019;112,5244347;65,22154924;1,305681256;10,48096913;8,808731;10,41135174;2,05124684;1,814391111;0,11583717;0,944913348;1,020401442;1,017507119;60;1,78;2070;140,00;6,763285024;0,83;70,4;1,85;5;79;1,90;45,91;1,66;0,92;-0,04;6,20;0,79;7,38;0,87;7,33;0,86;45,91;;
S Eb 2019;Saithe;Egersund Bank;2019;80,93581997;67,35764594;1,549342839;16,55307552;18,83696193;8,437729265;1,908140771;1,828386901;0,190147529;1,27501086;1,218878696;0,926225586;52;1,72;1260;78,00;6,19047619;0,79;73,5;1,87;5;60;1,77;49,52;1,69;1,14;0,06;13,85;1,14;12,17;1,09;6,20;0,79;49,52;;
S Eb 2019;Saithe;Egersund Bank;2019;77,6661841;46,54577561;1,741325159;9,803814747;6,854348946;7,741962478;1,890231968;1,667880271;0,240879875;0,83596621;0,991395096;0,888851062;51;1,71;1420;115,00;8,098591549;0,91;64,9;1,81;5;50;1,70;30,21;1,48;1,13;0,05;4,45;0,65;6,36;0,80;5,02;0,70;30,21;;
S Eb 2019;Saithe;Egersund Bank;2019;62,68867954;44,28568772;1,063131305;10,16930607;7,261581838;6,813314842;1,797189122;1,646263393;0,026586907;0,861031236;1,007291319;0,833358458;50;1,70;1215;84,00;6,913580247;0,84;58,2;1,77;5;37;1,56;25,79;1,41;0,62;-0,21;4,23;0,63;5,92;0,77;3,97;0,60;25,79;;
S Eb 2019;Saithe;Egersund Bank;2019;68,63772928;43,26227873;1,415140434;9,877270046;9,216871177;6,632701688;1,836562907;1,636109391;0,15079954;0,964583517;0,994636928;0,821690465;61;1,79;2275;179,00;7,868131868;0,90;73,1;1,86;6;50;1,70;31,64;1,50;1,04;0,01;6,74;0,83;7,22;0,86;4,85;0,69;31,64;;
S Eb 2019;Saithe;Egersund Bank;2019;70,08784657;38,87519591;1,459181848;11,27000793;7,432845578;7,995315271;1,845642717;1,589672591;0,164109418;0,87115511;1,051924222;0,902835594;53;1,72;1355;107,00;7,896678967;0,90;67,9;1,83;5;48;1,68;26,40;1,42;0,99;0,00;5,05;0,70;7,65;0,88;5,43;0,73;26,40;;
S Eb 2019;Saithe;Egersund Bank;2019;98,61613135;58,27288347;1,36243908;13,25751998;8,864477053;13,94893038;1,993947961;1,765466508;0,134317092;0,94765312;1,12246229;1,144540907;54;1,73;1515;91,00;6,00660066;0,78;63,8;1,80;5;63;1,80;37,17;1,57;0,87;-0,06;5,65;0,75;8,46;0,93;8,90;0,95;37,17;;
S Eb 2019;Saithe;Egersund Bank;2019;77,43461298;55,0018056;1,362849188;9,965834691;10,35455645;8,502320505;1,888935132;1,740376947;0,1344478;1,0151315;0,998513679;0,929537472;54;1,73;1600;133,00;8,3125;0,92;64,6;1,81;5;50;1,70;35,52;1,55;0,88;-0,06;6,69;0,83;6,44;0,81;5,49;0,74;35,52;;
S Eb 2019;Saithe;Egersund Bank;2019;134,4273527;90,92529176;1,366603652;16,37840237;26,47906226;13,01846289;2,128487646;1,958684703;0,135642577;1,422902601;1,214271536;1,114559709;61;1,79;2080;143,00;6,875;0,84;67,2;1,83;6;90;1,96;61,08;1,79;0,92;-0,04;17,79;1,25;11,00;1,04;8,75;0,94;61,08;;
S Eb 2019;Saithe;Egersund Bank;2019;143,3898557;104,994122;1,489537637;23,00119538;26,39199984;14,87947949;2,156518428;2,021164986;0,173051481;1,4214723;1,361750407;1,172587739;65;1,81;2440;142,00;5,819672131;0,76;62,9;1,80;5;90;1,96;66,05;1,82;0,94;-0,03;16,60;1,22;14,47;1,16;9,36;0,97;66,05;;
S Eb 2019;Saithe;Egersund Bank;2019;87,07011906;38,1051045;1,492417623;7,791582915;6,989464352;9,440547841;1,939869138;1,580983157;0,173890369;0,844443894;0,891625697;0,974997197;59;1,77;1970;150,00;7,614213198;0,88;67,1;1,83;5;58;1,77;25,56;1,41;1,00;0,00;4,69;0,67;5,23;0,72;6,33;0,80;25,56;;
S Eb 2019;Saithe;Egersund Bank;2019;106,6352689;58,73323888;1,397786633;11,11286223;11,0761818;10,86002923;2,027900868;1,768883951;0,145440883;1,044390075;1,04582593;1,035830994;59;1,77;1960;217,00;11,07142857;1,04;76,3;1,88;6;81;1,91;44,83;1,65;1,07;0,03;8,46;0,93;8,48;0,93;8,29;0,92;44,83;;
S Eb 2019;Saithe;Egersund Bank;2019;66,8789096;50,92669069;1,625393874;9,321334927;14,20724945;6,69484303;1,825289184;1,706945456;0,210958619;1,152510006;0,969478113;0,825740399;49;1,69;1055;89,00;8,436018957;0,93;71,9;1,86;4;48;1,68;36,63;1,56;1,17;0,07;10,22;1,01;6,70;0,83;4,82;0,68;36,63;;
S Eb 2019;Saithe;Egersund Bank;2019;60,54068292;35,67720423;1,555989935;8,996156714;8,525584368;6,695880432;1,782047316;1,552390814;0,192006783;0,930724156;0,954057012;0,82580769;56;1,75;1710;146,00;8,538011696;0,93;74,2;1,87;5;45;1,65;26,46;1,42;1,15;0,06;6,32;0,80;6,67;0,82;4,97;0,70;26,46;;
S Eb 2019;Saithe;Egersund Bank;2019;84,4494899;46,06429059;1,297513418;12,31355619;6,162761358;10,78525975;1,926597031;1,663364387;0,113111858;0,789775351;1,090383497;1,032830609;49;1,69;1105;52,00;4,705882353;0,67;58,5;1,77;5;49;1,69;26,95;1,43;0,76;-0,12;3,61;0,56;7,20;0,86;6,31;0,80;26,95;;
S Eb 2019;Saithe;Egersund Bank;2019;75,30509242;45,34167682;0,927694649;11,06023517;5,583792491;9,815297791;1,876824346;1,656497577;-0,032594948;0,74692927;1,043764361;0,99190348;45;1,65;1050;46,00;4,380952381;0,64;62,4;1,80;3;47;1,67;28,30;1,45;0,58;-0,24;3,49;0,54;6,90;0,84;6,13;0,79;28,30;;
S Eb 2019;Saithe;Egersund Bank;2019;102,100349;52,94632385;1,267700983;14,17880332;10,37209895;12,60137994;2,009027227;1,723835812;0,103016827;1,015866651;1,151639578;1,100418106;51;1,71;1265;56,00;4,42687747;0,65;55,5;1,74;;57;1,75;29,40;1,47;0,70;-0,15;5,76;0,76;7,87;0,90;7,00;0,84;29,40;;
