Year/species/area;Species;Area;Year;PCB7 l.w.;SDDT l.w.;SHCH l.w.;HCB l.w.;TNC l.w.;SPBDE l.w.;Log PCB7 LW;Log DDT LW;Log HCH LW;Log TNC LW;Log HCB LW;Log PBDE LW;Hel lengde, cm;Log(Length);Hel vekt, g;Lever vekt, g;LSI %;Log LSI;Fettinnhold, %;Log fett;Alder, y;PCB7, µg/kg ww;Log PCB7 ww;DDT ww1;Log DDT ww;HCH ww;Log HCH ww;TNC ww;Log TNC ww;HCB ww;Log HCB ww;PBDE ww;Log PBDE ww;DDT ww10;Var18;Var19
H T 2016;Haddock;Tampen;2016;462,9209751;206,0403873;2,852467489;17,63938749;32,82586751;36,1546575;2,665506859;2,313952358;0,455220703;1,516216212;1,246483501;1,558164252;39;1,59;605;11,00;1,818181818;0,26;24,6;1,39;2;114;2,06;50,72;1,71;0,70;-0,15;8,08;0,91;4,34;0,64;8,90;0,95;50,72;;
H T 2016;Haddock;Tampen;2016;228,8760944;89,16009447;1,921988768;15,07352894;20,52484505;18,97759758;2,359600434;1,95017052;0,283750845;1,312279887;1,178214939;1,278241233;40;1,60;670;14,00;2,089552239;0,32;33,8;1,53;2;77;1,89;30,13;1,48;0,65;-0,19;6,94;0,84;5,09;0,71;6,41;0,81;30,13;;
H T 2016;Haddock;Tampen;2016;296,2487221;16,81380869;1,9990059;13,81866776;19,01237996;22,30936461;2,471656486;1,225666102;0,300814076;1,279036485;1,140466175;1,348487201;33;1,52;350;8,00;2,285714286;0,36;23,1;1,36;2;68;1,84;3,89;0,59;0,46;-0,34;4,40;0,64;3,19;0,50;5,16;0,71;3,89;;
H T 2016;Haddock;Tampen;2016;282,0082332;19,11052169;2,645320945;14,98476314;19,10950784;14,95325615;2,450261788;1,281272543;0,422478371;1,281249502;1,175649883;1,174735773;27;1,43;190;3,00;1,578947368;0,20;18,6;1,27;1;52;1,72;3,55;0,55;0,49;-0,31;3,55;0,55;2,78;0,44;2,78;0,44;3,55;;
H T 2016;Haddock;Tampen;2016;479,5112407;182,457516;2,454088259;14,28223895;23,94705027;32,06978805;2,680798792;2,261161758;0,389890178;1,379252026;1,154796295;1,50609609;47;1,67;1020;17,00;1,666666667;0,22;18,1;1,26;4;87;1,94;33,08;1,52;0,44;-0,35;4,34;0,64;2,59;0,41;5,81;0,76;33,08;;
H T 2016;Haddock;Tampen;2016;1039,896116;19,02578648;2,662916683;15,5520286;32,67886872;54,23219731;3,016989956;1,279342618;0,425357578;1,514267014;1,191787046;1,734257201;43,5;1,64;780;6,00;0,769230769;-0,11;21,6;1,33;4;225;2,35;4,11;0,61;0,58;-0,24;7,06;0,85;3,36;0,53;11,71;1,07;4,11;;
H T 2016;Haddock;Tampen;2016;178,3229015;24,32127901;2,031079659;15,46358695;20,60137005;13,15102961;2,251207122;1,38598641;0,307726957;1,313896103;1,189310241;1,118959756;49;1,69;1350;51,00;3,777777778;0,58;47,8;1,68;4;85;1,93;11,64;1,07;0,97;-0,01;9,86;0,99;7,40;0,87;6,29;0,80;11,64;;
H T 2016;Haddock;Tampen;2016;333,7751942;22,64594254;2,906154719;15,22353793;20,86056792;19,05312346;2,523454057;1,354990401;0,463318732;1,319326128;1,182515594;1,279966182;38,5;1,59;550;12,00;2,181818182;0,34;15,7;1,20;2;53;1,72;3,57;0,55;0,46;-0,34;3,29;0,52;2,40;0,38;3,00;0,48;3,57;;
H T 2016;Haddock;Tampen;2016;373,1584369;71,90644531;2,29692522;14,94892276;35,87552339;21,69042676;2,571893265;1,85676782;0,361146856;1,554798246;1,174609898;1,336268097;37;1,57;525;10,00;1,904761905;0,28;30,7;1,49;2;114;2,06;22,06;1,34;0,70;-0,15;11,00;1,04;4,59;0,66;6,65;0,82;22,06;;
H T 2016;Haddock;Tampen;2016;738,8690063;95,11791304;2,616670833;19,94851159;31,97555211;61,69242364;2,868567449;1,978262313;0,417749094;1,504818052;1,299910497;1,790231832;48,5;1,69;1030;12,00;1,165048544;0,07;19,2;1,28;3;142;2,15;18,22;1,26;0,50;-0,30;6,13;0,79;3,82;0,58;11,82;1,07;18,22;;
;;;;;;;;;;;;;;;;36,5;1,56;485;11,00;2,268041237;0,36;;;2;;;;;;;;;;;;;;;
H T 2016;Haddock;Tampen;2016;300,4534011;63,72215901;2,816511805;17,26493715;38,59794367;17,83260101;2,477777125;1,804290482;0,449711576;1,586564168;1,237165002;1,251214693;35,5;1,55;480;10,00;2,083333333;0,32;40,1;1,60;2;121;2,08;25,58;1,41;1,13;0,05;15,50;1,19;6,93;0,84;7,16;0,85;25,58;;
H T 2016;Haddock;Tampen;2016;354,4156875;34,29125968;2,272937;15,4050986;34,2793541;22,02560244;2,549512937;1,535183439;0,356587398;1,53503263;1,187664482;1,342927796;36;1,56;475;8,00;1,684210526;0,23;28,4;1,45;2;100;2,00;9,72;0,99;0,64;-0,19;9,72;0,99;4,37;0,64;6,25;0,80;9,72;;
H T 2016;Haddock;Tampen;2016;194,3486323;59,7714039;2,116830461;15,30492057;17,79320141;16,23212926;2,288581489;1,776493457;0,325686076;1,250254095;1,18483108;1,210375492;36;1,56;465;12,00;2,580645161;0,41;43,6;1,64;2;85;1,93;26,09;1,42;0,92;-0,03;7,77;0,89;6,68;0,82;7,08;0,85;26,09;;
H T 2013;Haddock;Tampen;2013;408,2195916;156,3050532;2,214692124;11,72373192;13,60857628;44,26129752;2,610893844;2,193973019;0,345313361;1,133812692;1,069065879;1,646024141;40;1,60;635;16,00;2,519685039;0,40;34,6;1,54;4;141;2,15;54,13;1,73;0,77;-0,12;4,71;0,67;4,06;0,61;15,33;1,19;54,13;;
H T 2013;Haddock;Tampen;2013;155,5460571;26,85761972;2,245331716;14,19999887;10,91501982;21,92520875;2,191859007;1,42906752;0,351280511;1,038024529;1,15228831;1,340943737;45;1,65;1070;32,00;2,990654206;0,48;43,7;1,64;4;68;1,83;11,73;1,07;0,98;-0,01;4,77;0,68;6,20;0,79;9,58;0,98;11,73;;
H T 2013;Haddock;Tampen;2013;268,9775355;68,27550008;2,084065969;14,73922401;13,34689057;33,06331134;2,42971601;1,83426489;0,318911462;1,1253801;1,168474619;1,519346347;52;1,72;1380;23,00;1,666666667;0,22;48,3;1,68;3;130;2,11;32,99;1,52;1,01;0,00;6,45;0,81;7,12;0,85;15,98;1,20;32,99;;
H T 2013;Haddock;Tampen;2013;181,0417022;37,65491447;2,132293062;13,8710396;11,06509781;27,45956222;2,257778624;1,575821665;0,328846894;1,043955257;1,142109011;1,438693609;46;1,66;1165;44,00;3,776824034;0,58;39,5;1,60;4;72;1,85;14,88;1,17;0,84;-0,07;4,37;0,64;5,48;0,74;10,85;1,04;14,88;;
H T 2013;Haddock;Tampen;2013;204,2226618;15,45075957;2,213657269;16,40780068;9,928036599;30,18409396;2,310103932;1,188949834;0,345110382;0,996863369;1,215050372;1,479778144;44;1,64;990;28,00;2,828282828;0,45;28,3;1,45;4;58;1,76;4,37;0,64;0,63;-0,20;2,81;0,45;4,64;0,67;8,53;0,93;4,37;;
H T 2013;Haddock;Tampen;2013;213,9758905;104,5367905;2,348339498;14,5999061;15,12938557;48,37780104;2,330364842;2,019269162;0,370760883;1,179821291;1,164350063;1,684646124;48;1,68;1285;40,00;3,112840467;0,49;43,8;1,64;4;94;1,97;45,84;1,66;1,03;0,01;6,63;0,82;6,40;0,81;21,21;1,33;45,84;;
H T 2013;Haddock;Tampen;2013;630,4729017;28,63343929;1,697135512;16,10614878;21,58578893;63,74457227;2,799666425;1,456873516;0,229716521;1,334167926;1,206991707;1,804443211;47;1,67;1305;28,00;2,14559387;0,33;29,8;1,47;4;188;2,27;8,52;0,93;0,50;-0,30;6,42;0,81;4,79;0,68;18,97;1,28;8,52;;
H T 2013;Haddock;Tampen;2013;379,0634858;41,70130784;1,785333449;14,5579065;5,75398093;55,58101741;2,578711952;1,620149676;0,251719342;0,759968418;1,163098926;1,744926492;49;1,69;1350;29,00;2,148148148;0,33;29,7;1,47;4;113;2,05;12,39;1,09;0,53;-0,28;1,71;0,23;4,32;0,64;16,51;1,22;12,39;;
H T 2013;Haddock;Tampen;2013;424,1029756;182,2987822;1,580631562;17,83645079;10,0990935;80,02824555;2,62747132;2,260783767;0,19883065;1,004282393;1,25130844;1,903243296;47;1,67;1205;32,00;2,65560166;0,42;30,2;1,48;4;128;2,11;55,07;1,74;0,48;-0,32;3,05;0,48;5,39;0,73;24,18;1,38;55,07;;
H T 2013;Haddock;Tampen;2013;344,6624185;56,04375823;1,466531396;13,92172058;14,42777718;53,31516351;2,537393931;1,748527251;0,166291365;1,159199427;1,143692913;1,726850745;43;1,63;820;19,00;2,317073171;0,36;33,4;1,52;4;115;2,06;18,74;1,27;0,49;-0,31;4,82;0,68;4,66;0,67;17,83;1,25;18,74;;
H T 2013;Haddock;Tampen;2013;494,5188843;28,35825343;1,316799721;12,88524881;12,77214944;63,19889619;2,694182881;1,452679479;0,119519726;1,106263991;1,110092809;1,800709493;43;1,63;880;17,00;1,931818182;0,29;13,4;1,13;4;66;1,82;3,79;0,58;0,18;-0,75;1,71;0,23;1,72;0,24;8,45;0,93;3,79;;
H T 2013;Haddock;Tampen;2013;471,4616006;75,5104558;1,407279676;12,23351495;19,32554997;63,61373295;2,673446326;1,878007092;0,148380416;1,286131862;1,087551257;1,803550881;40;1,60;920;25,00;2,717391304;0,43;37,2;1,57;4;176;2,24;28,11;1,45;0,52;-0,28;7,19;0,86;4,55;0,66;23,68;1,37;28,11;;
H T 2013;Haddock;Tampen;2013;510,4427295;31,48445906;1,706110475;19,67400622;23,95271635;73,60842001;2,707947022;1,498096236;0,232007149;1,379354772;1,293892804;1,866927496;41;1,61;760;12,00;1,578947368;0,20;16,1;1,21;4;82;1,91;5,06;0,70;0,27;-0,56;3,85;0,59;3,16;0,50;11,84;1,07;5,06;;
H T 2013;Haddock;Tampen;2013;315,6503155;13,42581332;1,89893093;15,23318218;11,80049935;41,24419902;2,499206228;1,127940604;0,278509168;1,071900385;1,182790636;1,615362874;41;1,61;700;17,00;2,428571429;0,39;25,9;1,41;4;82;1,91;3,47;0,54;0,49;-0,31;3,05;0,48;3,94;0,60;10,67;1,03;3,47;;
H T 2013;Haddock;Tampen;2013;329,0302198;25,70545994;1,715837475;21,34379259;21,62568017;60,83586728;2,517235788;1,410025379;0,234476149;1,334969776;1,329271592;1,784159704;43;1,63;860;21,00;2,441860465;0,39;19,1;1,28;4;63;1,80;4,90;0,69;0,33;-0,49;4,12;0,62;4,07;0,61;11,60;1,06;4,90;;
H T 2013;Haddock;Tampen;2013;300,6006402;69,57231085;1,64721325;12,3004545;16,4721325;48,54542988;2,477989901;1,842436429;0,216749827;1,216749827;1,089921159;1,686148351;42;1,62;790;26,00;3,291139241;0,52;36,4;1,56;4;109;2,04;25,33;1,40;0,60;-0,22;6,00;0,78;4,48;0,65;17,67;1,25;25,33;;
H T 2013;Haddock;Tampen;2013;303,7165393;125,7374221;2,324593823;12,75032115;11,61081438;45,97607984;2,482468443;2,099464552;0,366347079;1,064862682;1,105521124;1,662531938;41;1,61;760;22,00;2,894736842;0,46;36,4;1,56;4;111;2,04;45,78;1,66;0,85;-0,07;4,23;0,63;4,64;0,67;16,74;1,22;45,78;;
H T 2013;Haddock;Tampen;2013;177,9237634;26,26807532;1,980747007;13,00268733;13,17054724;31,79652283;2,250233956;1,419428253;0,296829008;1,119603821;1,114033119;1,502379629;43;1,63;950;32,00;3,368421053;0,53;43,7;1,64;3;78;1,89;11,47;1,06;0,87;-0,06;5,75;0,76;5,68;0,75;13,89;1,14;11,47;;
H T 2013;Haddock;Tampen;2013;576,7677709;208,7290755;2,036107561;13,85866759;15,30961814;56,11971659;2,761000985;2,31958295;0,308800717;1,184964359;1,141721478;1,749115469;41;1,61;690;14,00;2,028985507;0,31;19,5;1,29;4;112;2,05;40,68;1,61;0,40;-0,40;2,98;0,47;2,70;0,43;10,94;1,04;40,68;;
H T 2013;Haddock;Tampen;2013;380,4344244;40,72917679;1,842223288;15,8273673;14,55400156;56,64938493;2,580279808;1,609905632;0,265342268;1,162982417;1,199408681;1,753195199;40;1,60;710;17,00;2,394366197;0,38;24,9;1,40;3;95;1,98;10,15;1,01;0,46;-0,34;3,63;0,56;3,94;0,60;14,12;1,15;10,15;;
H T 2013;Haddock;Tampen;2013;818,4842344;25,99672636;1,728543335;18,6509284;25,94440592;82,83449667;2,913010318;1,414918663;0,237680272;1,414043731;1,270700455;1,918211238;45;1,65;965;27,00;2,797927461;0,45;20,2;1,31;4;166;2,22;5,26;0,72;0,35;-0,46;5,25;0,72;3,78;0,58;16,77;1,22;5,26;;
H T 2013;Haddock;Tampen;2013;467,768081;188,9309054;2,247778127;19,54536991;11,51759089;78,91157591;2,670030584;2,276303006;0,351753441;1,061361648;1,291043894;1,897140717;39;1,59;580;14,00;2,413793103;0,38;19,5;1,29;4;91;1,96;36,86;1,57;0,44;-0,36;2,25;0,35;3,81;0,58;15,40;1,19;36,86;;
H T 2013;Haddock;Tampen;2013;257,5642736;55,90843138;2,061892264;11,94592518;13,93734771;42,05625769;2,410885622;1,747477307;0,314265969;1,144180135;1,07721979;1,623830625;41;1,61;735;24,00;3,265306122;0,51;42,4;1,63;4;109;2,04;23,70;1,37;0,87;-0,06;5,91;0,77;5,06;0,70;17,83;1,25;23,70;;
H T 2013;Haddock;Tampen;2013;276,4644483;119,6653065;2,436456701;17,33540277;16,27595774;48,95895857;2,441639292;2,077968257;0,386758698;1,211546554;1,238933936;1,689832171;40;1,60;645;21,00;3,255813953;0,51;41,6;1,62;4;115;2,06;49,82;1,70;1,01;0,01;6,78;0,83;7,22;0,86;20,38;1,31;49,82;;
H T 2013;Haddock;Tampen;2013;260,6101549;12,13110101;2,170655772;15,61954977;4,124245967;25,02880295;2,415991334;1,083900219;0,336590957;0,615344558;1,193668511;1,398440079;42;1,62;730;27,00;3,698630137;0,57;35,2;1,55;4;92;1,96;4,28;0,63;0,77;-0,12;1,45;0,16;5,51;0,74;8,82;0,95;4,28;;
H T 2011;Haddock;Tampen;2011;208,4209518;42,21118177;2,365237022;15,11123653;13,70730929;16,14000449;2,318941375;1,625427511;0,373874668;1,136952212;1,179300003;1,207903651;36,2;1,56;489;15,50;3,169734151;0,50;40,9;1,61;;85;1,93;17,28;1,24;0,97;-0,01;5,61;0,75;6,19;0,79;6,61;0,82;17,28;;
H T 2011;Haddock;Tampen;2011;397,9680719;145,5272624;1,70194597;14,37295548;18,44282627;30,97119737;2,599848231;2,16294436;0,230945769;1,265827475;1,15754608;1,490957996;34;1,53;369;7,40;2,005420054;0,30;30,0;1,48;;120;2,08;43,71;1,64;0,51;-0,29;5,54;0,74;4,32;0,64;9,30;0,97;43,71;;
H T 2011;Haddock;Tampen;2011;605,3463503;272,4114746;1,680204;16,07283147;27,22938603;43,17809881;2,782003928;2,435225397;0,225362014;1,435037849;1,206092391;1,635263516;39;1,59;620;16,00;2,580645161;0,41;41,8;1,62;;253;2,40;113,93;2,06;0,70;-0,15;11,39;1,06;6,72;0,83;18,06;1,26;113,93;;
H T 2011;Haddock;Tampen;2011;238,4225429;156,939678;1,682647581;24,22787664;21,01248327;23,69315513;2,377347316;2,195732757;0,225993166;1,322477381;1,384315354;1,374622898;39;1,59;660;18,00;2,727272727;0,44;38,6;1,59;;92;1,96;60,57;1,78;0,65;-0,19;8,11;0,91;9,35;0,97;9,14;0,96;60,57;;
H T 2011;Haddock;Tampen;2011;290,3702873;96,59635395;1,58757589;20,8909045;17,91835131;22,97198122;2,462952174;1,984960734;0,200734495;1,253298047;1,319957244;1,361198452;40;1,60;690;22,00;3,188405797;0,50;42,5;1,63;;123;2,09;41,06;1,61;0,67;-0,17;7,62;0,88;8,88;0,95;9,77;0,99;41,06;;
H T 2011;Haddock;Tampen;2011;416,7287534;104,5656257;1,681711185;14,77451844;20,88064575;28,10697417;2,619853467;2,019388941;0,225751413;1,319743925;1,169513334;1,448814095;38;1,58;590;13,00;2,203389831;0,34;38,8;1,59;;162;2,21;40,61;1,61;0,65;-0,18;8,11;0,91;5,74;0,76;10,92;1,04;40,61;;
H T 2011;Haddock;Tampen;2011;623,059536;272,526575;2,517263647;18,93225353;32,15828298;53,22000872;2,794529547;2,435408858;0,400928704;1,507292852;1,277202312;1,726074941;36;1,56;470;9,00;1,914893617;0,28;42,2;1,63;;263;2,42;115,06;2,06;1,06;0,03;13,58;1,13;7,99;0,90;22,47;1,35;115,06;;
H T 2011;Haddock;Tampen;2011;1036,546682;533,7841516;1,856414338;22,04541086;73,82877402;76,99803469;3,015588866;2,727365675;0,268674914;1,868225657;1,343318197;1,88647964;36;1,56;530;11,00;2,075471698;0,32;35,6;1,55;;369;2,57;189,91;2,28;0,66;-0,18;26,27;1,42;7,84;0,89;27,39;1,44;189,91;;
H T 2011;Haddock;Tampen;2011;402,849019;220,6783499;2,036782052;15,77954615;16,4633755;29,93150176;2,60514231;2,343759728;0,308944559;1,216518884;1,198094508;1,476128507;34;1,53;410;7,00;1,707317073;0,23;20,5;1,31;;82;1,92;45,14;1,65;0,42;-0,38;3,37;0,53;3,23;0,51;6,12;0,79;45,14;;
H T 2011;Haddock;Tampen;2011;334,9503739;180,7337738;2,478585409;22,45795192;25,32400849;25,15893625;2,524980467;2,257039317;0,394203889;1,403532451;1,351370148;1,400692275;38;1,58;560;16,00;2,857142857;0,46;45,4;1,66;;152;2,18;82,08;1,91;1,13;0,05;11,50;1,06;10,20;1,01;11,43;1,06;82,08;;
H T 2011;Haddock;Tampen;2011;713,3826173;195,0965424;1,987436333;15,33935725;31,67865638;45,85379898;2,853322523;2,290249573;0,298293225;1,500766753;1,185807162;1,661375323;36;1,56;420;10,00;2,380952381;0,38;32,4;1,51;;231;2,36;63,26;1,80;0,64;-0,19;10,27;1,01;4,97;0,70;14,87;1,17;63,26;;
H T 2011;Haddock;Tampen;2011;1314,310072;238,6665584;1,87926424;17,41166792;36,55074034;70,46434446;3,118697836;2,377791571;0,27398785;1,562896178;1,240840376;1,847969416;43;1,63;804;21,00;2,611940299;0,42;28,1;1,45;;369;2,57;66,98;1,83;0,53;-0,28;10,26;1,01;4,89;0,69;19,78;1,30;66,98;;
H T 2011;Haddock;Tampen;2011;212,5980882;39,13973163;2,272018024;11,40748554;16,41658917;12,19095472;2,327559355;1,592617843;0,356411772;1,21528293;1,057189927;1,086037718;34;1,53;400;12,30;3,075;0,49;46,8;1,67;;100;2,00;18,33;1,26;1,06;0,03;7,69;0,89;5,34;0,73;5,71;0,76;18,33;;
H T 2011;Haddock;Tampen;2011;405,9534314;169,2712015;2,50397192;13,77522018;25,87662626;28,14352517;2,608476217;2,228583077;0,398629454;1,412907653;1,139098549;1,449378495;38;1,58;590;22,00;3,728813559;0,57;57,2;1,76;;232;2,37;96,74;1,99;1,43;0,16;14,79;1,17;7,87;0,90;16,08;1,21;96,74;;
H T 2011;Haddock;Tampen;2011;252,8712952;58,68202458;2,489706251;13,85949508;23,86913042;19,03311871;2,402899533;1,768505089;0,39614811;1,377836597;1,141747409;1,279509956;34;1,53;410;10,00;2,43902439;0,39;41,1;1,61;;104;2,02;24,13;1,38;1,02;0,01;9,81;0,99;5,70;0,76;7,83;0,89;24,13;;
H T 2011;Haddock;Tampen;2011;142,2236819;50,72213654;2,409779195;16,93002582;19,59670658;12,68190946;2,152971917;1,705197539;0,381977251;1,29218309;1,22865762;1,103184648;34;1,53;390;16,00;4,102564103;0,61;58,8;1,77;;84;1,92;29,83;1,47;1,42;0,15;11,52;1,06;9,96;1,00;7,46;0,87;29,83;;
H T 2011;Haddock;Tampen;2011;262,6560762;44,09788316;2,444585795;11,31843223;17,7256916;21,00140379;2,419387452;1,644417742;0,388205284;1,248603189;1,053786275;1,322248325;46;1,66;880;29,00;3,295454545;0,52;49,9;1,70;;131;2,12;22,02;1,34;1,22;0,09;8,85;0,95;5,65;0,75;10,49;1,02;22,02;;
H T 2011;Haddock;Tampen;2011;130,5062888;64,49544416;2,364024739;11,70322137;8,678914999;12,18659259;2,11563144;1,809529038;0,373652017;0,938465435;1,06830542;1,085882292;39;1,59;600;21,00;3,5;0,54;55,2;1,74;;72;1,86;35,60;1,55;1,30;0,12;4,79;0,68;6,46;0,81;6,73;0,83;35,60;;
H T 2011;Haddock;Tampen;2011;95,99893543;25,15141631;2,508499188;16,35799354;10,98347542;8,359273946;1,982266417;1,400562446;0,399413965;1,040739782;1,213730032;0,922168558;42;1,62;790;32,00;4,050632911;0,61;64,9;1,81;;62;1,79;16,32;1,21;1,63;0,21;7,13;0,85;10,61;1,03;5,42;0,73;16,32;;
H T 2011;Haddock;Tampen;2011;618,7066849;40,84151449;2,595340116;14,29378342;36,65133936;53,9727528;2,791484808;1,611101838;0,41419428;1,56408985;1,155147198;1,732174569;49;1,69;1200;25,00;2,083333333;0,32;40,3;1,61;;250;2,40;16,47;1,22;1,05;0,02;14,78;1,17;5,76;0,76;21,77;1,34;16,47;;
H T 2011;Haddock;Tampen;2011;383,7090754;63,29623406;2,67003645;14,05861687;28,9385663;23,34147576;2,584002071;1,801377872;0,42651719;1,461477011;1,147942595;1,368128311;42;1,62;720;18,00;2,5;0,40;42,6;1,63;;164;2,21;26,98;1,43;1,14;0,06;12,33;1,09;5,99;0,78;9,95;1,00;26,98;;
H T 2011;Haddock;Tampen;2011;176,3504117;64,64326707;2,965362564;18,61058271;22,70261937;12,76362199;2,246376478;1,810523298;0,4720778;1,356075968;1,269759971;1,105973933;36;1,56;470;14,00;2,978723404;0,47;44,4;1,65;;78;1,89;28,68;1,46;1,32;0,12;10,07;1,00;8,26;0,92;5,66;0,75;28,68;;
H T 2011;Haddock;Tampen;2011;357,0092642;198,8768922;3,7384317;14,15889894;26,88162618;26,15888605;2,552679486;2,298584325;0,572689451;1,429455537;1,151029482;1,417619246;37;1,57;490;12,00;2,448979592;0,39;28,2;1,45;;101;2,00;56,10;1,75;1,05;0,02;7,58;0,88;3,99;0,60;7,38;0,87;56,10;;
H T 2011;Haddock;Tampen;2011;117,2709872;32,51134681;2,459515985;14,55517719;15,34825554;10,96469919;2,069190581;1,512034961;0,39084965;1,186059021;1,163017497;1,039996721;40;1,60;630;22,00;3,492063492;0,54;50,5;1,70;;59;1,77;16,41;1,22;1,24;0,09;7,75;0,89;7,35;0,87;5,53;0,74;16,41;;
H T 2011;Haddock;Tampen;2011;180,1720415;122,2328946;2,809402416;13,55011097;18,77951734;15,49779126;2,255687399;2,087188096;0,448613952;1,273684426;1,131942852;1,190269807;38;1,58;560;20,00;3,571428571;0,55;52,5;1,72;;95;1,98;64,19;1,81;1,48;0,17;9,86;0,99;7,12;0,85;8,14;0,91;64,19;;
H T 2010;Haddock;Tampen;2010;878,992629;65,50259337;2,676256921;14,94372789;32,62844829;158,8961101;2,943985233;1,816258495;0,427527803;1,513596421;1,174458951;2,201113265;38;1,58;655;20,90;3,190839695;0,50;34,1;1,53;;300;2,48;22,36;1,35;0,91;-0,04;11,14;1,05;5,10;0,71;54,23;1,73;22,36;;
H T 2010;Haddock;Tampen;2010;804,6128181;357,6056969;2,830015118;13,52973862;34,33707458;206,9981967;2,905586947;2,553404429;0,451788756;1,535763292;1,131289406;2,315966562;48;1,68;1210;41,40;3,421487603;0,53;44,7;1,65;;360;2,56;160,00;2,20;1,27;0,10;15,36;1,19;6,05;0,78;92,62;1,97;160,00;;
H T 2010;Haddock;Tampen;2010;1349,678271;186,0123856;1,797428457;12,78792222;32,62672604;267,4917151;3,130230256;2,269541863;0,254651613;1,513573496;1,106799986;2,427310335;43;1,63;870;19,40;2,229885057;0,35;23,7;1,37;;320;2,51;44,10;1,64;0,43;-0,37;7,74;0,89;3,03;0,48;63,42;1,80;44,10;;
H T 2010;Haddock;Tampen;2010;465,6679151;128,6396138;2,002149468;15,93975187;23,30563807;117,1916775;2,668076316;2,109374728;0,301496496;1,367460998;1,202481556;2,068896771;40;1,60;625;12,80;2,048;0,31;25,8;1,41;;120;2,08;33,15;1,52;0,52;-0,29;6,01;0,78;4,11;0,61;30,20;1,48;33,15;;
H T 2010;Haddock;Tampen;2010;1429,334212;66,91319004;1,988796473;18,5818311;36,78666046;343,7988168;3,155133789;1,825511735;0,298590341;1,565690364;1,269088508;2,536304378;40;1,60;590;10,40;1,762711864;0,25;18,2;1,26;;260;2,41;12,17;1,09;0,36;-0,44;6,69;0,83;3,38;0,53;62,54;1,80;12,17;;
H T 2010;Haddock;Tampen;2010;167,5056784;64,67453873;2,372991784;10,23589143;17,8006284;59,34306918;2,224029534;1,81073334;0,375296235;1,250435334;1,010125671;1,773370004;56;1,75;2220;137,00;6,171171171;0,79;57,3;1,76;;96;1,98;37,05;1,57;1,36;0,13;10,20;1,01;5,86;0,77;34,00;1,53;37,05;;
H T 2010;Haddock;Tampen;2010;922,9545455;327,5;2,728398035;16,6968104;39,1502193;333,4087834;2,965180313;2,515211304;0,435907728;1,592734199;1,222633516;2,522977037;46;1,66;980;20,70;2,112244898;0,32;33,6;1,53;;310;2,49;110,00;2,04;0,92;-0,04;13,15;1,12;5,61;0,75;111,98;2,05;110,00;;
H T 2010;Haddock;Tampen;2010;850,5596702;271,4552139;2,934768504;17,07044772;35,01911047;197,9825843;2,929704787;2,433698188;0,467573849;1,54430511;1,232244912;2,296626989;51;1,71;1420;50,80;3,577464789;0,55;55,3;1,74;;470;2,67;150,00;2,18;1,62;0,21;19,35;1,29;9,43;0,97;109,40;2,04;150,00;;
H T 2010;Haddock;Tampen;2010;1221,087818;559,66525;2,091967907;15,49323513;33,36499063;313,7643058;3,086746899;2,747928342;0,320555018;1,523291007;1,190142112;2,496603536;37;1,57;420;7,50;1,785714286;0,25;19,7;1,29;;240;2,38;110,00;2,04;0,41;-0,39;6,56;0,82;3,05;0,48;61,67;1,79;110,00;;
H T 2010;Haddock;Tampen;2010;355,8992924;94,09519084;2,685439733;13,41387647;18,98053733;126,443234;2,551327125;1,973567427;0,42901541;1,278308503;1,127554302;2,101895595;36;1,56;455;13,60;2,989010989;0,48;47,8;1,68;;170;2,23;45,01;1,65;1,28;0,11;9,08;0,96;6,42;0,81;60,48;1,78;45,01;;
H T 2010;Haddock;Tampen;2010;622,073095;263,1847709;2,54859586;13,83764043;24,76409256;138,4593612;2,793841418;2,420260755;0,406300973;1,393822419;1,141062041;2,141322323;41;1,61;680;20,20;2,970588235;0,47;41,8;1,62;;260;2,41;110,00;2,04;1,07;0,03;10,35;1,01;5,78;0,76;57,87;1,76;110,00;;
H T 2010;Haddock;Tampen;2010;657,8450014;219,2816671;2,781397262;23,18476152;26,88572356;286,3198027;2,818123579;2,341002324;0,444263023;1,429521729;1,365202633;2,456851386;54;1,73;1495;45,50;3,043478261;0,48;50,2;1,70;;330;2,52;110,00;2,04;1,40;0,14;13,49;1,13;11,63;1,07;143,63;2,16;110,00;;
H T 2010;Haddock;Tampen;2010;649,1137762;268,5988039;2,846668064;20,48971583;43,46195103;195,3155814;2,812320826;2,429104074;0,454336829;1,638109218;1,311535935;2,290736891;38;1,58;530;11,80;2,226415094;0,35;44,7;1,65;;290;2,46;120,00;2,08;1,27;0,10;19,42;1,29;9,15;0,96;87,26;1,94;120,00;;
H T 2010;Haddock;Tampen;2010;1123,221798;324,7552448;2,854257359;18,14172864;39,09286214;268,6117402;3,050465523;2,511556174;0,455493129;1,592097468;1,258678667;2,42912499;40;1,60;655;16,00;2,442748092;0,39;40,0;1,60;;450;2,65;130,00;2,11;1,14;0,06;15,65;1,19;7,26;0,86;107,53;2,03;130,00;;
